center_freq,average,start,end,congestion,start,end
155312000.0,-7.297280526666667,2019-04-30 09:41:40,2019-04-30 09:42:40,,,
155312000.0,-8.06736168,2019-04-30 09:42:30,2019-04-30 09:43:30,,,
155312000.0,-7.268466259999999,2019-04-30 09:43:20,2019-04-30 09:44:20,,,
155312000.0,-7.911588366666668,2019-04-30 09:44:10,2019-04-30 09:45:10,,,
155312000.0,-8.018240213793103,2019-04-30 09:45:00,2019-04-30 09:46:00,,,
155312000.0,-7.331802293333336,2019-04-30 09:45:50,2019-04-30 09:46:50,,,
155312000.0,-7.571731360000001,2019-04-30 09:46:40,2019-04-30 09:47:40,,,
155312000.0,-6.78881457,2019-04-30 09:47:30,2019-04-30 09:48:30,,,
155312000.0,-7.3490192133333325,2019-04-30 09:48:20,2019-04-30 09:49:20,,,
155312000.0,-7.890890186206898,2019-04-30 09:49:10,2019-04-30 09:50:10,,,
155312000.0,-7.639989833333333,2019-04-30 09:50:00,2019-04-30 09:51:00,,,
155312000.0,-1.3653233233333333,2019-04-30 09:50:50,2019-04-30 09:51:50,5.0,2019-04-30 09:50:50,2019-04-30 09:51:50
155312000.0,-7.929861046666665,2019-04-30 09:51:40,2019-04-30 09:52:40,,,
155312000.0,-7.376210731034481,2019-04-30 09:52:30,2019-04-30 09:53:30,,,
155312000.0,-8.454726846666665,2019-04-30 09:53:20,2019-04-30 09:54:20,,,
155312000.0,-8.467033736666666,2019-04-30 09:54:10,2019-04-30 09:55:10,,,
155312000.0,-7.70281469,2019-04-30 09:55:00,2019-04-30 09:56:00,,,
155312000.0,-8.22038586,2019-04-30 09:55:50,2019-04-30 09:56:50,,,
155312000.0,-8.576607168965518,2019-04-30 09:56:40,2019-04-30 09:57:40,,,
155312000.0,-8.027375696666667,2019-04-30 09:57:30,2019-04-30 09:58:30,,,
155312000.0,-7.7366553866666665,2019-04-30 09:58:20,2019-04-30 09:59:20,,,
155312000.0,-8.40091379,2019-04-30 09:59:10,2019-04-30 10:00:10,,,
155312000.0,-7.9836051733333315,2019-04-30 10:00:00,2019-04-30 10:01:00,,,
155312000.0,-8.217396548275861,2019-04-30 10:00:50,2019-04-30 10:01:50,,,
155312000.0,-8.10729590333333,2019-04-30 10:01:40,2019-04-30 10:02:40,,,
155312000.0,-7.8684617800000005,2019-04-30 10:02:30,2019-04-30 10:03:30,,,
155312000.0,-7.655005759999998,2019-04-30 10:03:20,2019-04-30 10:04:20,,,
155312000.0,-8.124192173333332,2019-04-30 10:04:10,2019-04-30 10:05:10,,,
155312000.0,-7.754084420689654,2019-04-30 10:05:00,2019-04-30 10:06:00,,,
155312000.0,-6.58531456,2019-04-30 10:05:50,2019-04-30 10:06:50,1.0,2019-04-30 10:05:50,2019-04-30 10:06:50
155312000.0,6.591688193333335,2019-04-30 10:06:40,2019-04-30 10:07:40,12.0,2019-04-30 10:06:40,2019-04-30 10:07:40
155312000.0,-8.081430436666666,2019-04-30 10:07:30,2019-04-30 10:08:30,,,
155312000.0,-7.887102166666667,2019-04-30 10:08:20,2019-04-30 10:09:20,,,
155312000.0,-8.449394382758618,2019-04-30 10:09:10,2019-04-30 10:10:10,,,
155312000.0,-8.249844326666665,2019-04-30 10:10:00,2019-04-30 10:11:00,,,
155312000.0,-7.880834646666667,2019-04-30 10:10:50,2019-04-30 10:11:50,,,
155312000.0,-8.417251026666666,2019-04-30 10:11:40,2019-04-30 10:12:40,,,
155312000.0,-8.322650603448277,2019-04-30 10:12:30,2019-04-30 10:13:30,,,
155312000.0,-8.643278310000001,2019-04-30 10:13:20,2019-04-30 10:14:20,,,
155312000.0,-7.887361783333333,2019-04-30 10:14:10,2019-04-30 10:15:10,,,
155312000.0,-7.685978080000001,2019-04-30 10:15:00,2019-04-30 10:16:00,,,
155312000.0,-7.825333113793102,2019-04-30 10:15:50,2019-04-30 10:16:50,,,
155312000.0,-7.640273333333332,2019-04-30 10:16:40,2019-04-30 10:17:40,,,
155312000.0,-8.61615319,2019-04-30 10:17:30,2019-04-30 10:18:30,,,
155312000.0,-8.35470204,2019-04-30 10:18:20,2019-04-30 10:19:20,,,
155312000.0,-8.314046966666666,2019-04-30 10:19:10,2019-04-30 10:20:10,,,
155312000.0,-7.8422596733333325,2019-04-30 10:20:00,2019-04-30 10:21:00,,,
155312000.0,-7.888630789655173,2019-04-30 10:20:50,2019-04-30 10:21:50,,,
155312000.0,-7.978827450000001,2019-04-30 10:21:40,2019-04-30 10:22:40,,,
155312000.0,-7.968371053333333,2019-04-30 10:22:30,2019-04-30 10:23:30,,,
155312000.0,-7.51542652413793,2019-04-30 10:25:00,2019-04-30 10:26:00,,,
155312000.0,-7.771415119999999,2019-04-30 10:23:20,2019-04-30 10:24:20,,,
155312000.0,-7.942000746666667,2019-04-30 10:24:10,2019-04-30 10:25:10,,,
155312000.0,-8.274628530000003,2019-04-30 10:25:50,2019-04-30 10:26:50,,,
155312000.0,-7.838419966666668,2019-04-30 10:26:40,2019-04-30 10:27:40,,,
155312000.0,-7.377840606666664,2019-04-30 10:27:30,2019-04-30 10:28:30,,,
155312000.0,-7.81684591,2019-04-30 10:28:20,2019-04-30 10:29:20,,,
155312000.0,-8.240620263333334,2019-04-30 10:29:10,2019-04-30 10:30:10,,,
155312000.0,-8.365948096551724,2019-04-30 10:30:00,2019-04-30 10:31:00,,,
155312000.0,-7.901499946666665,2019-04-30 10:30:50,2019-04-30 10:31:50,,,
155312000.0,-7.913614473333333,2019-04-30 10:31:40,2019-04-30 10:32:40,,,
155312000.0,-4.300279876666666,2019-04-30 10:32:30,2019-04-30 10:33:30,4.0,2019-04-30 10:32:30,2019-04-30 10:33:30
155312000.0,2.923425763333333,2019-04-30 10:33:20,2019-04-30 10:34:20,13.0,2019-04-30 10:33:20,2019-04-30 10:34:20
155312000.0,-4.611327483333334,2019-04-30 10:34:10,2019-04-30 10:35:10,4.0,2019-04-30 10:34:10,2019-04-30 10:35:10
155312000.0,-8.021455296551723,2019-04-30 10:35:00,2019-04-30 10:36:00,,,
155312000.0,1.0582227500000019,2019-04-30 10:35:50,2019-04-30 10:36:50,6.0,2019-04-30 10:35:50,2019-04-30 10:36:50
155312000.0,1.1577797833333336,2019-04-30 10:36:40,2019-04-30 10:37:40,6.0,2019-04-30 10:36:40,2019-04-30 10:37:40
155312000.0,-3.6273129566666658,2019-04-30 10:37:30,2019-04-30 10:38:30,3.0,2019-04-30 10:37:30,2019-04-30 10:38:30
155312000.0,-7.970885375862067,2019-04-30 10:38:20,2019-04-30 10:39:20,,,
155312000.0,-7.715820566666667,2019-04-30 10:39:10,2019-04-30 10:40:10,,,
155312000.0,-7.702125266666666,2019-04-30 10:40:00,2019-04-30 10:41:00,,,
155312000.0,-8.369305769999999,2019-04-30 10:40:50,2019-04-30 10:41:50,,,
155312000.0,-8.173504983333332,2019-04-30 10:41:40,2019-04-30 10:42:40,,,
155312000.0,-7.863374720689657,2019-04-30 10:42:30,2019-04-30 10:43:30,,,
155312000.0,-7.409979176666666,2019-04-30 10:43:20,2019-04-30 10:44:20,,,
155312000.0,-8.079007713333331,2019-04-30 10:44:10,2019-04-30 10:45:10,,,
155312000.0,-8.624488176666665,2019-04-30 10:45:00,2019-04-30 10:46:00,,,
155312000.0,-8.716565166666667,2019-04-30 10:45:50,2019-04-30 10:46:50,,,
155312000.0,-8.911702537931035,2019-04-30 10:46:40,2019-04-30 10:47:40,,,
155312000.0,-7.754077082758621,2019-04-30 10:47:30,2019-04-30 10:48:30,,,
155312000.0,-8.133233659999998,2019-04-30 10:48:20,2019-04-30 10:49:20,,,
155312000.0,-2.0143506133333338,2019-04-30 10:49:10,2019-04-30 10:50:10,6.0,2019-04-30 10:49:10,2019-04-30 10:50:10
155312000.0,-5.4698707733333345,2019-04-30 10:50:00,2019-04-30 10:51:00,3.0,2019-04-30 10:50:00,2019-04-30 10:51:00
155312000.0,-8.217101093333333,2019-04-30 10:50:50,2019-04-30 10:51:50,,,
155312000.0,-8.189317437931035,2019-04-30 10:51:40,2019-04-30 10:52:40,,,
155312000.0,-8.008496893333334,2019-04-30 10:52:30,2019-04-30 10:53:30,,,
155312000.0,-7.680819126666666,2019-04-30 10:53:20,2019-04-30 10:54:20,,,
155312000.0,-1.5055952733333318,2019-04-30 10:54:10,2019-04-30 10:55:10,6.0,2019-04-30 10:54:10,2019-04-30 10:55:10
155312000.0,-3.883347883333333,2019-04-30 10:55:00,2019-04-30 10:56:00,3.0,2019-04-30 10:55:00,2019-04-30 10:56:00
155312000.0,-8.279237289655175,2019-04-30 10:55:50,2019-04-30 10:56:50,,,
155312000.0,-7.9720529499999975,2019-04-30 10:56:40,2019-04-30 10:57:40,,,
155312000.0,-8.408162846666665,2019-04-30 10:57:30,2019-04-30 10:58:30,,,
155312000.0,-7.897444310000002,2019-04-30 10:58:20,2019-04-30 10:59:20,,,
155312000.0,-8.262436713793102,2019-04-30 10:59:10,2019-04-30 11:00:10,,,
155312000.0,-8.76300258,2019-04-30 11:00:00,2019-04-30 11:01:00,,,
155312000.0,-0.260568446666667,2019-04-30 11:00:50,2019-04-30 11:01:50,6.0,2019-04-30 11:00:50,2019-04-30 11:01:50
155312000.0,-8.081227776666667,2019-04-30 11:01:40,2019-04-30 11:02:40,,,
155312000.0,-7.969057013333332,2019-04-30 11:02:30,2019-04-30 11:03:30,,,
155312000.0,-7.958240000000001,2019-04-30 11:03:20,2019-04-30 11:04:20,,,
155312000.0,-8.10968254,2019-04-30 11:04:10,2019-04-30 11:05:10,,,
155312000.0,-7.825272683333332,2019-04-30 11:05:00,2019-04-30 11:06:00,,,
155312000.0,-7.831947489999999,2019-04-30 11:05:50,2019-04-30 11:06:50,,,
155312000.0,-7.681478173333332,2019-04-30 11:06:40,2019-04-30 11:07:40,,,
155312000.0,-8.677663772413794,2019-04-30 11:07:30,2019-04-30 11:08:30,,,
155312000.0,-8.024891076666666,2019-04-30 11:08:20,2019-04-30 11:09:20,,,
155312000.0,-6.473672446666664,2019-04-30 11:09:10,2019-04-30 11:10:10,1.0,2019-04-30 11:09:10,2019-04-30 11:10:10
155312000.0,-3.730457503333333,2019-04-30 11:10:00,2019-04-30 11:11:00,4.0,2019-04-30 11:10:00,2019-04-30 11:11:00
155312000.0,-3.3410901533333335,2019-04-30 11:10:50,2019-04-30 11:11:50,5.0,2019-04-30 11:10:50,2019-04-30 11:11:50
155312000.0,-8.401620193103449,2019-04-30 11:11:40,2019-04-30 11:12:40,,,
155312000.0,-8.210494820000003,2019-04-30 11:12:30,2019-04-30 11:13:30,,,
155312000.0,-7.991743626666666,2019-04-30 11:13:20,2019-04-30 11:14:20,,,
155312000.0,-8.048298393333333,2019-04-30 11:14:10,2019-04-30 11:15:10,,,
155312000.0,-6.16133304137931,2019-04-30 11:15:00,2019-04-30 11:16:00,1.0,2019-04-30 11:15:00,2019-04-30 11:16:00
155312000.0,-7.898395210344828,2019-04-30 11:15:50,2019-04-30 11:16:50,,,
155312000.0,-3.298364643333335,2019-04-30 11:16:40,2019-04-30 11:17:40,3.0,2019-04-30 11:16:40,2019-04-30 11:17:40
155312000.0,-8.053876563333334,2019-04-30 11:17:30,2019-04-30 11:18:30,,,
155312000.0,-7.744439183333333,2019-04-30 11:18:20,2019-04-30 11:19:20,,,
155312000.0,-7.715309651724138,2019-04-30 11:19:10,2019-04-30 11:20:10,,,
155312000.0,-6.432590003448276,2019-04-30 11:20:00,2019-04-30 11:21:00,1.0,2019-04-30 11:20:00,2019-04-30 11:21:00
155312000.0,1.9293946466666654,2019-04-30 11:20:50,2019-04-30 11:21:50,7.0,2019-04-30 11:20:50,2019-04-30 11:21:50
155312000.0,-8.071240583333331,2019-04-30 11:21:40,2019-04-30 11:22:40,,,
155312000.0,-8.232070589999998,2019-04-30 11:22:30,2019-04-30 11:23:30,,,
155312000.0,-8.146966644827584,2019-04-30 11:23:20,2019-04-30 11:24:20,,,
155312000.0,-8.453151010000001,2019-04-30 11:24:10,2019-04-30 11:25:10,,,
155312000.0,-7.727446749999999,2019-04-30 11:25:00,2019-04-30 11:26:00,,,
155312000.0,-7.834301959999999,2019-04-30 11:25:50,2019-04-30 11:26:50,,,
155312000.0,-7.222522700000001,2019-04-30 11:26:40,2019-04-30 11:27:40,,,
155312000.0,-7.6777725000000006,2019-04-30 11:27:30,2019-04-30 11:28:30,,,
155312000.0,-7.946224366666667,2019-04-30 11:28:20,2019-04-30 11:29:20,,,
155312000.0,-7.983491066666667,2019-04-30 11:29:10,2019-04-30 11:30:10,,,
155312000.0,-8.146562053333334,2019-04-30 11:30:00,2019-04-30 11:31:00,,,
155312000.0,-8.447923280000001,2019-04-30 11:30:50,2019-04-30 11:31:50,,,
155312000.0,-7.476331858620688,2019-04-30 11:31:40,2019-04-30 11:32:40,,,
155312000.0,-8.448887763333333,2019-04-30 11:32:30,2019-04-30 11:33:30,,,
155312000.0,-7.54607874,2019-04-30 11:33:20,2019-04-30 11:34:20,,,
155312000.0,-7.820940079999998,2019-04-30 11:34:10,2019-04-30 11:35:10,,,
155312000.0,-8.481763366666666,2019-04-30 11:35:00,2019-04-30 11:36:00,,,
155312000.0,-7.897332244827587,2019-04-30 11:35:50,2019-04-30 11:36:50,,,
155312000.0,-8.526499983333334,2019-04-30 11:36:40,2019-04-30 11:37:40,,,
155312000.0,-7.807474653333332,2019-04-30 11:37:30,2019-04-30 11:38:30,,,
155312000.0,-7.928732360000001,2019-04-30 11:38:20,2019-04-30 11:39:20,,,
155312000.0,-8.060818206896553,2019-04-30 11:39:10,2019-04-30 11:40:10,,,
155312000.0,-7.749494423333332,2019-04-30 11:40:00,2019-04-30 11:41:00,,,
155312000.0,-8.044898516666668,2019-04-30 11:40:50,2019-04-30 11:41:50,,,
155312000.0,-7.518527350000001,2019-04-30 11:41:40,2019-04-30 11:42:40,,,
155312000.0,-7.936504650000001,2019-04-30 11:42:30,2019-04-30 11:43:30,,,
155312000.0,-8.111582923333335,2019-04-30 11:43:20,2019-04-30 11:44:20,,,
155312000.0,-0.17136648275862038,2019-04-30 11:44:10,2019-04-30 11:45:10,5.0,2019-04-30 11:44:10,2019-04-30 11:45:10
155312000.0,1.8790252200000006,2019-04-30 11:45:00,2019-04-30 11:46:00,9.0,2019-04-30 11:45:00,2019-04-30 11:46:00
155312000.0,0.8148469666666668,2019-04-30 11:45:50,2019-04-30 11:46:50,9.0,2019-04-30 11:45:50,2019-04-30 11:46:50
155312000.0,-7.8246127266666665,2019-04-30 11:46:40,2019-04-30 11:47:40,,,
155312000.0,4.008704756666666,2019-04-30 11:47:30,2019-04-30 11:48:30,8.0,2019-04-30 11:47:30,2019-04-30 11:48:30
155312000.0,-0.0047673482758627435,2019-04-30 11:48:20,2019-04-30 11:49:20,5.0,2019-04-30 11:48:20,2019-04-30 11:49:20
155312000.0,4.889651906666666,2019-04-30 11:49:10,2019-04-30 11:50:10,10.0,2019-04-30 11:49:10,2019-04-30 11:50:10
155312000.0,-7.7289858733333325,2019-04-30 11:50:00,2019-04-30 11:51:00,,,
155312000.0,-8.308654719999998,2019-04-30 11:50:50,2019-04-30 11:51:50,,,
155312000.0,-8.23450613,2019-04-30 11:51:40,2019-04-30 11:52:40,,,
155312000.0,-7.721564668965518,2019-04-30 11:52:30,2019-04-30 11:53:30,,,
155312000.0,-8.379779353333335,2019-04-30 11:53:20,2019-04-30 11:54:20,,,
155312000.0,-8.173819316666666,2019-04-30 11:54:10,2019-04-30 11:55:10,,,
155312000.0,-3.8153997333333343,2019-04-30 11:55:00,2019-04-30 11:56:00,3.0,2019-04-30 11:55:00,2019-04-30 11:56:00
155312000.0,3.943205293333334,2019-04-30 11:55:50,2019-04-30 11:56:50,8.0,2019-04-30 11:55:50,2019-04-30 11:56:50
155312000.0,16.333431431034484,2019-04-30 11:56:40,2019-04-30 11:57:40,16.0,2019-04-30 11:56:40,2019-04-30 11:57:40
155312000.0,-6.5870046900000006,2019-04-30 11:57:30,2019-04-30 11:58:30,1.0,2019-04-30 11:57:30,2019-04-30 11:58:30
155312000.0,-8.362184753333333,2019-04-30 11:58:20,2019-04-30 11:59:20,,,
155312000.0,-8.00001791,2019-04-30 11:59:10,2019-04-30 12:00:10,,,
155312000.0,-8.210204906666666,2019-04-30 12:00:00,2019-04-30 12:01:00,,,
155312000.0,-7.888136627586208,2019-04-30 12:00:50,2019-04-30 12:01:50,,,
155312000.0,-7.78971095,2019-04-30 12:01:40,2019-04-30 12:02:40,,,
155312000.0,-7.808369563333335,2019-04-30 12:02:30,2019-04-30 12:03:30,,,
155312000.0,-7.992647433333333,2019-04-30 12:03:20,2019-04-30 12:04:20,,,
155312000.0,-8.080889899999999,2019-04-30 12:04:10,2019-04-30 12:05:10,,,
155312000.0,-8.030920150000002,2019-04-30 12:05:00,2019-04-30 12:06:00,,,
155312000.0,-8.635075824137932,2019-04-30 12:05:50,2019-04-30 12:06:50,,,
155312000.0,-8.634571396666667,2019-04-30 12:06:40,2019-04-30 12:07:40,,,
155312000.0,-8.341111396666665,2019-04-30 12:07:30,2019-04-30 12:08:30,,,
155312000.0,-7.76221386,2019-04-30 12:08:20,2019-04-30 12:09:20,,,
155312000.0,-7.703367900000001,2019-04-30 12:09:10,2019-04-30 12:10:10,,,
155312000.0,-7.736240296551725,2019-04-30 12:10:00,2019-04-30 12:11:00,,,
155312000.0,-7.756219863333332,2019-04-30 12:10:50,2019-04-30 12:11:50,,,
155312000.0,-7.7187906266666655,2019-04-30 12:11:40,2019-04-30 12:12:40,,,
155312000.0,-8.286213153333334,2019-04-30 12:12:30,2019-04-30 12:13:30,,,
155312000.0,-7.8979065366666665,2019-04-30 12:13:20,2019-04-30 12:14:20,,,
155312000.0,-7.490751586206896,2019-04-30 12:14:10,2019-04-30 12:15:10,,,
155312000.0,-7.996848326666667,2019-04-30 12:15:00,2019-04-30 12:16:00,,,
155312000.0,-8.019422376666666,2019-04-30 12:15:50,2019-04-30 12:16:50,,,
155312000.0,-7.936499176666668,2019-04-30 12:16:40,2019-04-30 12:17:40,,,
155312000.0,-8.336411586666667,2019-04-30 12:17:30,2019-04-30 12:18:30,,,
155312000.0,-7.807583944827588,2019-04-30 12:18:20,2019-04-30 12:19:20,,,
155312000.0,-7.514465669999998,2019-04-30 12:19:10,2019-04-30 12:20:10,,,
155312000.0,-7.893735529999999,2019-04-30 12:20:00,2019-04-30 12:21:00,,,
155312000.0,-8.331660933333334,2019-04-30 12:20:50,2019-04-30 12:21:50,,,
155312000.0,-7.991778133333333,2019-04-30 12:21:40,2019-04-30 12:22:40,,,
155312000.0,-7.246648348275861,2019-04-30 12:22:30,2019-04-30 12:23:30,,,
155312000.0,-8.303316679999998,2019-04-30 12:23:20,2019-04-30 12:24:20,,,
155312000.0,-8.25260594,2019-04-30 12:24:10,2019-04-30 12:25:10,,,
155312000.0,-7.48256920689655,2019-04-30 12:25:00,2019-04-30 12:26:00,,,
155312000.0,-8.244492531034483,2019-04-30 12:25:50,2019-04-30 12:26:50,,,
155312000.0,-1.6348226733333333,2019-04-30 12:26:40,2019-04-30 12:27:40,6.0,2019-04-30 12:26:40,2019-04-30 12:27:40
155312000.0,-2.6794891633333338,2019-04-30 12:27:30,2019-04-30 12:28:30,6.0,2019-04-30 12:27:30,2019-04-30 12:28:30
155312000.0,-7.796869382758621,2019-04-30 12:28:20,2019-04-30 12:29:20,,,
155312000.0,-7.819683719999998,2019-04-30 12:29:10,2019-04-30 12:30:10,,,
155312000.0,4.11794422,2019-04-30 12:30:00,2019-04-30 12:31:00,13.0,2019-04-30 12:30:00,2019-04-30 12:31:00
155312000.0,-4.947497309999999,2019-04-30 12:30:50,2019-04-30 12:31:50,4.0,2019-04-30 12:30:50,2019-04-30 12:31:50
155312000.0,-6.409463026666667,2019-04-30 12:31:40,2019-04-30 12:32:40,3.0,2019-04-30 12:31:40,2019-04-30 12:32:40
155312000.0,-7.86803628275862,2019-04-30 12:32:30,2019-04-30 12:33:30,,,
155312000.0,-8.22408246,2019-04-30 12:33:20,2019-04-30 12:34:20,,,
155312000.0,-7.718025609999999,2019-04-30 12:34:10,2019-04-30 12:35:10,,,
155312000.0,-7.538945896666666,2019-04-30 12:35:00,2019-04-30 12:36:00,,,
155312000.0,-8.178727590000001,2019-04-30 12:35:50,2019-04-30 12:36:50,,,
155312000.0,-8.207594013793102,2019-04-30 12:36:40,2019-04-30 12:37:40,,,
155312000.0,-8.051228236666667,2019-04-30 12:37:30,2019-04-30 12:38:30,,,
155312000.0,-8.569747706666668,2019-04-30 12:38:20,2019-04-30 12:39:20,,,
155312000.0,-7.54132103,2019-04-30 12:39:10,2019-04-30 12:40:10,,,
155312000.0,-8.13206168965517,2019-04-30 12:40:00,2019-04-30 12:41:00,,,
155312000.0,-6.350552746666667,2019-04-30 12:40:50,2019-04-30 12:41:50,1.0,2019-04-30 12:40:50,2019-04-30 12:41:50
155312000.0,4.055834516666667,2019-04-30 12:41:40,2019-04-30 12:42:40,9.0,2019-04-30 12:41:40,2019-04-30 12:42:40
155312000.0,0.3252653700000003,2019-04-30 12:42:30,2019-04-30 12:43:30,8.0,2019-04-30 12:42:30,2019-04-30 12:43:30
155312000.0,-7.952934103333334,2019-04-30 12:43:20,2019-04-30 12:44:20,,,
155312000.0,-7.8126709689655165,2019-04-30 12:44:10,2019-04-30 12:45:10,,,
155312000.0,-8.107757333333332,2019-04-30 12:45:00,2019-04-30 12:46:00,,,
155312000.0,-8.054317176666666,2019-04-30 12:45:50,2019-04-30 12:46:50,,,
155312000.0,-7.8763546,2019-04-30 12:46:40,2019-04-30 12:47:40,,,
155312000.0,-8.29737707586207,2019-04-30 12:47:30,2019-04-30 12:48:30,,,
155312000.0,-7.9104277166666686,2019-04-30 12:48:20,2019-04-30 12:49:20,,,
155312000.0,-8.301258343333334,2019-04-30 12:49:10,2019-04-30 12:50:10,,,
155312000.0,-7.389389586666667,2019-04-30 12:50:00,2019-04-30 12:51:00,,,
155312000.0,-8.0110306,2019-04-30 12:50:50,2019-04-30 12:51:50,,,
155312000.0,-7.309269120689654,2019-04-30 12:51:40,2019-04-30 12:52:40,,,
155312000.0,-8.43326833,2019-04-30 12:52:30,2019-04-30 12:53:30,,,
155312000.0,-7.943995406666667,2019-04-30 12:53:20,2019-04-30 12:54:20,,,
155312000.0,-7.7478703866666665,2019-04-30 12:54:10,2019-04-30 12:55:10,,,
155312000.0,-8.103344883333333,2019-04-30 12:55:00,2019-04-30 12:56:00,,,
155312000.0,-5.347918424137931,2019-04-30 12:55:50,2019-04-30 12:56:50,2.0,2019-04-30 12:55:50,2019-04-30 12:56:50
155312000.0,-5.383639893333334,2019-04-30 12:56:40,2019-04-30 12:57:40,2.0,2019-04-30 12:56:40,2019-04-30 12:57:40
155312000.0,-7.742555013333334,2019-04-30 12:57:30,2019-04-30 12:58:30,,,
155312000.0,-8.12865574,2019-04-30 12:58:20,2019-04-30 12:59:20,,,
155312000.0,-8.33160128,2019-04-30 12:59:10,2019-04-30 13:00:10,,,
155312000.0,-7.698265889655172,2019-04-30 13:00:00,2019-04-30 13:01:00,,,
155312000.0,-7.460211343333333,2019-04-30 13:00:50,2019-04-30 13:01:50,,,
155312000.0,-8.922089680000001,2019-04-30 13:01:40,2019-04-30 13:02:40,,,
155312000.0,-8.187751927586207,2019-04-30 13:02:30,2019-04-30 13:03:30,,,
155312000.0,-8.93720573448276,2019-04-30 13:03:20,2019-04-30 13:04:20,,,
155312000.0,-8.134514496666666,2019-04-30 13:04:10,2019-04-30 13:05:10,,,
155312000.0,-8.478720606666666,2019-04-30 13:05:00,2019-04-30 13:06:00,,,
155312000.0,-7.6887186366666675,2019-04-30 13:05:50,2019-04-30 13:06:50,,,
155312000.0,-7.863388206666666,2019-04-30 13:06:40,2019-04-30 13:07:40,,,
155312000.0,-7.72599541724138,2019-04-30 13:07:30,2019-04-30 13:08:30,,,
155312000.0,-8.132252716666667,2019-04-30 13:08:20,2019-04-30 13:09:20,,,
155312000.0,-7.563448593333334,2019-04-30 13:09:10,2019-04-30 13:10:10,,,
155312000.0,-7.493378976666666,2019-04-30 13:10:00,2019-04-30 13:11:00,,,
155312000.0,-8.331005103333334,2019-04-30 13:10:50,2019-04-30 13:11:50,,,
155312000.0,-7.461415272413792,2019-04-30 13:11:40,2019-04-30 13:12:40,,,
155312000.0,-8.09104567,2019-04-30 13:12:30,2019-04-30 13:13:30,,,
155312000.0,-7.481018426666667,2019-04-30 13:13:20,2019-04-30 13:14:20,,,
155312000.0,-7.789221446666664,2019-04-30 13:14:10,2019-04-30 13:15:10,,,
155312000.0,-7.804802763333333,2019-04-30 13:15:00,2019-04-30 13:16:00,,,
155312000.0,-7.658164744827586,2019-04-30 13:15:50,2019-04-30 13:16:50,,,
155312000.0,-8.549146629999997,2019-04-30 13:16:40,2019-04-30 13:17:40,,,
155312000.0,-8.0368386,2019-04-30 13:17:30,2019-04-30 13:18:30,,,
155312000.0,-8.380508979999998,2019-04-30 13:18:20,2019-04-30 13:19:20,,,
155312000.0,-8.586405656666667,2019-04-30 13:19:10,2019-04-30 13:20:10,,,
155312000.0,-8.033897786206897,2019-04-30 13:20:00,2019-04-30 13:21:00,,,
