localdatetime,predict
2019-04-14-20-25,0.151041179895401
2019-04-14-20-26,0.10187364369630814
2019-04-14-20-27,0.08821392059326172
2019-04-14-20-28,0.13955575227737427
2019-04-14-20-29,0.08295704424381256
2019-04-14-20-30,0.08265995979309082
2019-04-14-20-31,0.14976656436920166
2019-04-14-20-32,0.10676394402980804
2019-04-14-20-33,0.1349700540304184
2019-04-14-20-34,0.11022111773490906
2019-04-14-20-35,0.09974277019500732
2019-04-14-20-36,0.11728136986494064
2019-04-14-20-37,0.14596392214298248
2019-04-14-20-38,0.13628308475017548
2019-04-14-20-39,0.11384213715791702
2019-04-14-20-40,0.0971926674246788
2019-04-14-20-41,0.1311343014240265
2019-04-14-20-42,0.13018237054347992
2019-04-14-20-43,0.10673537105321884
2019-04-14-20-44,0.08912017196416855
2019-04-14-20-45,0.10534782707691193
2019-04-14-20-46,0.10286512970924377
2019-04-14-20-47,0.10375318676233292
2019-04-14-20-48,0.08301107585430145
2019-04-14-20-49,0.14379623532295227
2019-04-14-20-50,0.13407272100448608
2019-04-14-20-51,0.0892002284526825
2019-04-14-20-52,0.10341742634773254
2019-04-14-20-53,0.0832589864730835
2019-04-14-20-54,0.08309300243854523
2019-04-14-20-55,0.15998734533786774
2019-04-14-20-56,0.08966594189405441
2019-04-14-20-57,0.13326160609722137
2019-04-14-20-58,0.1437753140926361
2019-04-14-20-59,0.08869372308254242
2019-04-14-21-00,0.08857009559869766
2019-04-14-21-01,0.12329360842704773
2019-04-14-21-02,0.12520959973335266
2019-04-14-21-03,0.105756476521492
2019-04-14-21-04,0.0996897891163826
2019-04-14-21-05,0.09331434220075607
2019-04-14-21-06,0.11004669219255447
2019-04-14-21-07,0.10912962257862091
2019-04-14-21-08,0.11197739094495773
2019-04-14-21-09,0.1448642760515213
2019-04-14-21-10,0.09530583769083023
2019-04-14-21-11,0.11461609601974487
2019-04-14-21-12,0.10354262590408325
2019-04-14-21-13,0.09536226838827133
2019-04-14-21-14,0.07820313423871994
2019-04-14-21-15,0.07762670516967773
2019-04-14-21-16,0.11771774291992188
2019-04-14-21-17,0.13982240855693817
2019-04-14-21-18,0.099357470870018
2019-04-14-21-19,0.09909828007221222
2019-04-14-21-20,0.09340018779039383
2019-04-14-21-21,0.09313657879829407
2019-04-14-21-22,0.13084784150123596
2019-04-14-21-23,0.11374811083078384
2019-04-14-21-24,0.1244492307305336
2019-04-14-21-25,0.1842619627714157
2019-04-14-21-27,0.10641249269247055
2019-04-14-21-28,0.08650250732898712
2019-04-14-21-29,0.12858779728412628
2019-04-14-21-30,0.12134250998497009
2019-04-14-21-31,0.10704484581947327
2019-04-14-21-32,0.1257234513759613
2019-04-14-21-33,0.10336746275424957
2019-04-14-21-34,0.0799260288476944
2019-04-14-21-35,0.10531359910964966
2019-04-14-21-36,0.12359406799077988
2019-04-14-21-37,0.11594530194997787
2019-04-14-21-38,0.08674123138189316
2019-04-14-21-39,0.11955444514751434
2019-04-14-21-40,0.08016692847013474
2019-04-14-21-41,0.09354478865861893
2019-04-14-21-42,0.11697149276733398
2019-04-14-21-43,0.08623877167701721
2019-04-14-21-44,0.107366181910038
2019-04-14-21-45,0.08528901636600494
2019-04-14-21-46,0.07832597941160202
2019-04-14-21-47,0.09378693997859955
2019-04-14-21-48,0.11173312366008759
2019-04-14-21-49,0.07297341525554657
2019-04-14-21-50,0.09112673997879028
2019-04-14-21-51,0.08642547577619553
2019-04-14-21-52,0.07577209919691086
2019-04-14-21-53,0.1394175887107849
2019-04-14-21-54,0.10534484684467316
2019-04-14-21-55,0.08431501686573029
2019-04-14-21-56,0.13699525594711304
2019-04-14-21-57,0.08247166126966476
2019-04-14-21-58,0.08541686087846756
2019-04-14-21-59,0.1303209513425827
2019-04-14-22-00,0.157697394490242
2019-04-14-22-01,0.08762113749980927
2019-04-14-22-02,0.1373107135295868
2019-04-14-22-03,0.09314265102148056
2019-04-14-22-04,0.09321445226669312
2019-04-14-22-05,0.0946272537112236
