localdatetime,predict
2019-04-23-04-53,0.06452085077762604
2019-04-23-04-54,0.08538156002759933
2019-04-23-04-55,0.08736775070428848
2019-04-23-04-56,0.07504215091466904
2019-04-23-04-57,0.07836136221885681
2019-04-23-04-58,0.06652184575796127
2019-04-23-04-59,0.09973654896020889
2019-04-23-05-00,0.06984848529100418
2019-04-23-05-01,0.09514453262090683
2019-04-23-05-02,0.0712483748793602
2019-04-23-05-03,0.06236293911933899
2019-04-23-05-04,0.0772082731127739
2019-04-23-05-05,0.0777769461274147
2019-04-23-05-06,0.08144117146730423
2019-04-23-05-07,0.06342939287424088
2019-04-23-05-08,0.08685215562582016
2019-04-23-05-09,0.0881674662232399
2019-04-23-05-10,0.0574716180562973
2019-04-23-05-11,0.11011708527803421
2019-04-23-05-12,0.07716797292232513
2019-04-23-05-13,0.044352442026138306
2019-04-23-05-14,0.11446372419595718
2019-04-23-05-15,0.0753679946064949
2019-04-23-05-16,0.06892559677362442
2019-04-23-05-17,0.0606481209397316
2019-04-23-05-18,0.06784344464540482
2019-04-23-05-19,0.06983990222215652
2019-04-23-05-20,0.09188149869441986
2019-04-23-05-21,0.07612543553113937
2019-04-23-05-22,0.06367421895265579
2019-04-23-05-23,0.06090455502271652
2019-04-23-05-24,0.06818275898694992
2019-04-23-05-25,0.09059970825910568
2019-04-23-05-26,0.08008302003145218
2019-04-23-05-27,0.07391433417797089
2019-04-23-05-28,0.1033550426363945
2019-04-23-05-29,0.08056925237178802
2019-04-23-05-30,0.10296297073364258
2019-04-23-05-31,0.06533601880073547
2019-04-23-05-32,0.07838950306177139
2019-04-23-05-33,0.09848247468471527
2019-04-23-05-34,0.08397692441940308
2019-04-23-05-35,0.09198816120624542
2019-04-23-05-36,0.09568344801664352
2019-04-23-05-37,0.10113564133644104
2019-04-23-05-38,0.1145620122551918
2019-04-23-05-39,0.11338205635547638
2019-04-23-05-40,0.10969525575637817
2019-04-23-05-41,0.11519107967615128
2019-04-23-05-42,0.12055657058954239
2019-04-23-05-43,0.10143432021141052
2019-04-23-05-44,0.13601869344711304
2019-04-23-05-45,0.11789163202047348
2019-04-23-05-46,0.10554520040750504
2019-04-23-05-47,0.1348971277475357
2019-04-23-05-48,0.12861540913581848
2019-04-23-05-49,0.11604226380586624
2019-04-23-05-50,0.1498197764158249
2019-04-23-05-51,0.12181703001260757
2019-04-23-05-52,0.1324061006307602
2019-04-23-05-53,0.1351890116930008
2019-04-23-05-54,0.13832885026931763
2019-04-23-05-55,0.1310761570930481
2019-04-23-05-56,0.16104015707969666
2019-04-23-05-57,0.14465053379535675
2019-04-23-05-58,0.13696406781673431
2019-04-23-05-59,0.15355899930000305
2019-04-23-06-00,0.142587348818779
2019-04-23-06-01,0.1520906686782837
2019-04-23-06-02,0.17322462797164917
2019-04-23-06-03,0.15498661994934082
2019-04-23-06-04,0.13617122173309326
2019-04-23-06-05,0.16614313423633575
2019-04-23-06-06,0.14771875739097595
2019-04-23-06-07,0.13640961050987244
2019-04-23-06-08,0.14774955809116364
2019-04-23-06-09,0.18197236955165863
2019-04-23-06-10,0.14059950411319733
2019-04-23-06-11,0.17817190289497375
2019-04-23-06-12,0.16767123341560364
2019-04-23-06-13,0.15218059718608856
2019-04-23-06-14,0.19108660519123077
2019-04-23-06-15,0.1809448003768921
2019-04-23-06-16,0.15281841158866882
2019-04-23-06-17,0.20361846685409546
2019-04-23-06-18,0.1627505123615265
